SEQ,HEAT_NO,STRAND_NO,MARKING_CODE,CUT_START_TIME,CUT_END_TIME,MOLD_START_TIME,MOLD_END_TIME,TORCH_LENGTH,CAST_LENGTH,CAST_SPEED,REAL_CUT_LENGTH,WEIGHT
8187904,4G8160,5,4G816050898005O,2023/07/06 02:43:56,2023/07/06 02:47:33,2023/07/06 01:58:02,2023/07/06 02:01:39,8980,68,0.621,8940,5368
8187923,4G8160,4,4G816040898005O,2023/07/06 02:44:18,2023/07/06 02:47:49,2023/07/06 01:58:15,2023/07/06 02:01:46,8980,68,0.619,8920,5366
8187903,4G8160,3,4G816030898005O,2023/07/06 02:43:43,2023/07/06 02:47:25,2023/07/06 01:57:45,2023/07/06 02:01:27,8980,68,0.62,8860,5402
8187943,4G8160,6,4G816060898005O,2023/07/06 02:44:08,2023/07/06 02:47:56,2023/07/06 01:58:36,2023/07/06 02:02:24,8980,68,0.626,8830,5356
8187944,4G8160,2,4G816020898005O,2023/07/06 02:44:24,2023/07/06 02:47:58,2023/07/06 01:58:21,2023/07/06 02:01:55,8980,68,0.619,8950,5330
8187963,4G8160,1,4G816010898005O,2023/07/06 02:44:43,2023/07/06 02:48:23,2023/07/06 01:58:45,2023/07/06 02:02:25,8980,68,0.62,9070,5330
8188023,4G8161,6,4G816160898001O,2023/07/06 02:58:09,2023/07/06 03:01:59,2023/07/06 02:12:11,2023/07/06 02:16:01,8980,77,0.62,8830,5358
8188003,4G8161,5,4G816150898001O,2023/07/06 02:58:05,2023/07/06 03:01:41,2023/07/06 02:12:11,2023/07/06 02:15:47,8980,77,0.621,8910,5334
8187983,4G8161,3,4G816130898001O,2023/07/06 02:57:44,2023/07/06 03:01:26,2023/07/06 02:11:50,2023/07/06 02:15:32,8980,77,0.621,8830,5350
8188024,4G8161,4,4G816140898001O,2023/07/06 02:58:28,2023/07/06 03:02:00,2023/07/06 02:12:30,2023/07/06 02:16:02,8980,77,0.62,8890,5320
8188043,4G8161,2,4G816120898001O,2023/07/06 02:58:38,2023/07/06 03:02:12,2023/07/06 02:12:40,2023/07/06 02:16:14,8980,77,0.62,8950,5312
8188063,4G8161,1,4G816110898001O,2023/07/06 02:59:00,2023/07/06 03:02:39,2023/07/06 02:13:02,2023/07/06 02:16:41,8980,77,0.62,9070,5294
8188143,4G8161,6,4G816160898002O,2023/07/06 03:12:14,2023/07/06 03:16:06,2023/07/06 02:26:03,2023/07/06 02:29:55,8980,86,0.617,8830,5354
8188123,4G8161,5,4G816150898002O,2023/07/06 03:12:14,2023/07/06 03:15:50,2023/07/06 02:26:25,2023/07/06 02:30:01,8980,86,0.622,8910,5332
8188103,4G8161,3,4G816130898002O,2023/07/06 03:11:46,2023/07/06 03:15:28,2023/07/06 02:25:39,2023/07/06 02:29:21,8980,86,0.618,8830,5314
8188144,4G8161,4,4G816140898002O,2023/07/06 03:12:38,2023/07/06 03:16:09,2023/07/06 02:26:35,2023/07/06 02:30:06,8980,86,0.619,8890,5316
8188163,4G8161,2,4G816120898002O,2023/07/06 03:12:53,2023/07/06 03:16:26,2023/07/06 02:26:50,2023/07/06 02:30:23,8980,86,0.619,8950,5306
8188083,4G8161,1,4G816110702002O,2023/07/06 03:10:14,2023/07/06 03:13:53,2023/07/06 02:24:11,2023/07/06 02:27:50,7020,84,0.619,7110,4168
8188223,4G8161,5,4G816150702003O,2023/07/06 03:23:16,2023/07/06 03:26:52,2023/07/06 02:37:18,2023/07/06 02:40:54,7020,93,0.62,7430,4200
8188203,4G8161,3,4G816130702003O,2023/07/06 03:22:39,2023/07/06 03:26:21,2023/07/06 02:36:36,2023/07/06 02:40:18,7020,92,0.619,11690,4198
8188183,4G8161,1,4G816110702003O,2023/07/06 03:21:27,2023/07/06 03:25:06,2023/07/06 02:35:24,2023/07/06 02:39:03,7020,91,0.619,11930,4186
8188243,4G8161,6,4G816160702003O,2023/07/06 03:23:09,2023/07/06 03:27:01,2023/07/06 02:37:11,2023/07/06 02:41:03,7020,92,0.62,11690,4218
8188244,4G8161,4,4G816140702003O,2023/07/06 03:23:42,2023/07/06 03:27:14,2023/07/06 02:37:39,2023/07/06 02:41:11,7020,93,0.619,7410,4200
8188263,4G8161,2,4G816120702003O,2023/07/06 03:24:00,2023/07/06 03:27:34,2023/07/06 02:37:57,2023/07/06 02:41:31,7020,93,0.619,7260,4206
8188283,4G8161,5,4G816150750004O,2023/07/06 03:35:03,2023/07/06 03:38:39,2023/07/06 02:49:05,2023/07/06 02:52:41,7500,100,0.62,7430,4514
8188303,4G8161,4,4G816140750004O,2023/07/06 03:35:30,2023/07/06 03:39:02,2023/07/06 02:49:36,2023/07/06 02:53:08,7500,100,0.621,7180,4494
8188304,4G8161,2,4G816120729004O,2023/07/06 03:35:33,2023/07/06 03:39:07,2023/07/06 02:49:30,2023/07/06 02:53:04,7290,100,0.619,7260,4372
8188363,4G8161,6,4G816161184004O,2023/07/06 03:41:43,2023/07/06 03:45:36,2023/07/06 02:55:32,2023/07/06 02:59:25,11840,104,0.617,11660,7162
8188343,4G8161,3,4G816131184004O,2023/07/06 03:41:09,2023/07/06 03:44:51,2023/07/06 02:55:11,2023/07/06 02:58:53,11840,104,0.62,11680,7146
8188323,4G8161,1,4G816111184004O,2023/07/06 03:40:16,2023/07/06 03:43:54,2023/07/06 02:54:18,2023/07/06 02:57:56,11840,103,0.62,11920,7076
8188383,4G8162,5,4G816250729001Y,2023/07/06 03:46:30,2023/07/06 03:50:07,2023/07/06 03:00:32,2023/07/06 03:04:09,7290,107,0.62,9710,4366
8188403,4G8162,4,4G816240729001Y,2023/07/06 03:46:56,2023/07/06 03:50:27,2023/07/06 03:00:58,2023/07/06 03:04:29,7290,107,0.62,9670,4334
8188423,4G8162,2,4G816220729001Y,2023/07/06 03:47:03,2023/07/06 03:50:37,2023/07/06 03:01:05,2023/07/06 03:04:39,7290,108,0.62,9720,4350
8188483,4G8162,6,4G816260729001Y,2023/07/06 03:52:53,2023/07/06 03:56:43,2023/07/06 03:06:50,2023/07/06 03:10:40,7290,111,0.619,9600,4304
8188463,4G8162,3,4G816230729001Y,2023/07/06 03:52:17,2023/07/06 03:55:59,2023/07/06 03:06:14,2023/07/06 03:09:56,7290,111,0.619,9810,4312
8188443,4G8162,1,4G816210729001Y,2023/07/06 03:51:55,2023/07/06 03:55:35,2023/07/06 03:05:44,2023/07/06 03:09:24,7290,110,0.617,10120,4384
8188503,4G8162,5,4G816250978002Y,2023/07/06 04:01:48,2023/07/06 04:05:24,2023/07/06 03:15:50,2023/07/06 03:19:26,9780,117,0.62,9630,5818
8188523,4G8162,4,4G816240978002Y,2023/07/06 04:02:28,2023/07/06 04:06:00,2023/07/06 03:16:25,2023/07/06 03:19:57,9780,117,0.619,9710,5856
8188524,4G8162,2,4G816220978002Y,2023/07/06 04:02:30,2023/07/06 04:06:03,2023/07/06 03:16:27,2023/07/06 03:20:00,9780,117,0.619,9720,5848
8188563,4G8162,6,4G816260988002Y,2023/07/06 04:08:23,2023/07/06 04:12:18,2023/07/06 03:22:16,2023/07/06 03:26:11,9880,121,0.618,9710,5934
8188544,4G8162,3,4G816231007002Y,2023/07/06 04:08:00,2023/07/06 04:11:42,2023/07/06 03:22:02,2023/07/06 03:25:44,10070,121,0.62,9880,6052
8188543,4G8162,1,4G816211007002Y,2023/07/06 04:07:54,2023/07/06 04:11:33,2023/07/06 03:21:56,2023/07/06 03:25:35,10070,120,0.62,10100,5998
8188583,4G8162,5,4G816250841003Y,2023/07/06 04:14:55,2023/07/06 04:18:32,2023/07/06 03:28:52,2023/07/06 03:32:29,8410,125,0.619,8260,5006
8188603,4G8162,4,4G816240841003Y,2023/07/06 04:15:41,2023/07/06 04:19:13,2023/07/06 03:29:38,2023/07/06 03:33:10,8410,125,0.619,8300,5028
8188604,4G8162,2,4G816220841003Y,2023/07/06 04:15:47,2023/07/06 04:19:20,2023/07/06 03:29:58,2023/07/06 03:33:31,8410,126,0.622,8350,5024
8188663,4G8162,6,4G816260841003Y,2023/07/06 04:21:30,2023/07/06 04:25:24,2023/07/06 03:35:36,2023/07/06 03:39:30,8410,129,0.621,8240,5054
8188623,4G8162,3,4G816230841003Y,2023/07/06 04:20:58,2023/07/06 04:24:40,2023/07/06 03:34:51,2023/07/06 03:38:33,8410,129,0.618,8220,5038
8188643,4G8162,1,4G816210841003Y,2023/07/06 04:21:13,2023/07/06 04:24:52,2023/07/06 03:35:15,2023/07/06 03:38:54,8410,129,0.62,8440,5010
8188683,4G8162,5,4G816250841004Y,2023/07/06 04:28:01,2023/07/06 04:31:38,2023/07/06 03:41:54,2023/07/06 03:45:31,8410,134,0.618,8260,5004
8188684,4G8162,4,4G816240841004Y,2023/07/06 04:28:53,2023/07/06 04:32:24,2023/07/06 03:42:50,2023/07/06 03:46:21,8410,134,0.619,8300,5022
8188685,4G8162,2,4G816220841004Y,2023/07/06 04:29:04,2023/07/06 04:32:37,2023/07/06 03:43:06,2023/07/06 03:46:39,8410,134,0.62,8350,5022
8188743,4G8162,6,4G816260841004Y,2023/07/06 04:34:33,2023/07/06 04:38:28,2023/07/06 03:48:30,2023/07/06 03:52:25,8410,137,0.619,8200,5030
8188703,4G8162,3,4G816230841004Y,2023/07/06 04:34:00,2023/07/06 04:37:42,2023/07/06 03:47:40,2023/07/06 03:51:22,8410,138,0.615,8550,5042
8188723,4G8162,1,4G816210841004Y,2023/07/06 04:34:36,2023/07/06 04:38:15,2023/07/06 03:48:25,2023/07/06 03:52:04,8410,137,0.617,8780,5006
8188763,4G8163,5,4G816350841001Y,2023/07/06 04:41:14,2023/07/06 04:44:50,2023/07/06 03:55:16,2023/07/06 03:58:52,8410,142,0.62,8630,5040
8188783,4G8163,4,4G816340841001Y,2023/07/06 04:42:08,2023/07/06 04:45:40,2023/07/06 03:56:10,2023/07/06 03:59:42,8410,142,0.62,8660,5048
8188803,4G8163,2,4G816320841001Y,2023/07/06 04:42:21,2023/07/06 04:45:54,2023/07/06 03:56:14,2023/07/06 03:59:47,8410,142,0.618,8680,5026
8188843,4G8163,6,4G816360841001Y,2023/07/06 04:47:37,2023/07/06 04:51:31,2023/07/06 04:01:34,2023/07/06 04:05:28,8410,145,0.619,8520,5034
8188823,4G8163,3,4G816330874001Y,2023/07/06 04:47:31,2023/07/06 04:51:13,2023/07/06 04:01:33,2023/07/06 04:05:15,8740,146,0.62,8530,5244
8188863,4G8163,1,4G816310874001Y,2023/07/06 04:48:28,2023/07/06 04:52:08,2023/07/06 04:02:25,2023/07/06 04:06:05,8740,146,0.619,8780,5208
8188883,4G8163,5,4G816350874002Y,2023/07/06 04:54:55,2023/07/06 04:58:32,2023/07/06 04:08:57,2023/07/06 04:12:34,8740,151,0.62,8630,5226
8188903,4G8163,4,4G816340874002Y,2023/07/06 04:55:55,2023/07/06 04:59:27,2023/07/06 04:09:57,2023/07/06 04:13:29,8740,151,0.62,8660,5248
8188923,4G8163,2,4G816320874002Y,2023/07/06 04:56:10,2023/07/06 04:59:43,2023/07/06 04:10:12,2023/07/06 04:13:45,8740,151,0.62,8680,5208
8188963,4G8163,6,4G816360874002Y,2023/07/06 05:01:11,2023/07/06 05:04:56,2023/07/06 04:15:13,2023/07/06 04:18:58,8740,154,0.62,8520,5228
8188943,4G8163,3,4G816330874002Y,2023/07/06 05:01:03,2023/07/06 05:04:45,2023/07/06 04:15:14,2023/07/06 04:18:56,8740,155,0.622,8530,5226
8188983,4G8163,1,4G816310874002Y,2023/07/06 05:02:21,2023/07/06 05:06:01,2023/07/06 04:16:23,2023/07/06 04:20:03,8740,155,0.62,8780,5200
8189003,4G8163,5,4G816350874003Y,2023/07/06 05:08:37,2023/07/06 05:12:13,2023/07/06 04:22:39,2023/07/06 04:26:15,8740,159,0.62,8630,5240
8189023,4G8163,4,4G816340874003Y,2023/07/06 05:09:43,2023/07/06 05:13:14,2023/07/06 04:23:40,2023/07/06 04:27:11,8740,159,0.619,8660,5250
8189043,4G8163,2,4G816320874003Y,2023/07/06 05:09:57,2023/07/06 05:13:30,2023/07/06 04:23:41,2023/07/06 04:27:14,8740,160,0.616,8680,5224
8189083,4G8163,6,4G816360874003Y,2023/07/06 05:14:46,2023/07/06 05:18:35,2023/07/06 04:28:48,2023/07/06 04:32:37,8740,162,0.62,8520,5210
8189063,4G8163,3,4G816330874003Y,2023/07/06 05:14:34,2023/07/06 05:18:16,2023/07/06 04:28:36,2023/07/06 04:32:18,8740,163,0.62,8530,5236
8189103,4G8163,1,4G816310874003Y,2023/07/06 05:16:14,2023/07/06 05:19:54,2023/07/06 04:30:11,2023/07/06 04:33:51,8740,163,0.619,8780,5208
8189123,4G8163,5,4G816350874004Y,2023/07/06 05:22:20,2023/07/06 05:25:56,2023/07/06 04:36:31,2023/07/06 04:40:07,8740,168,0.622,8630,5214
8189143,4G8163,4,4G816340874004Y,2023/07/06 05:23:31,2023/07/06 05:27:02,2023/07/06 04:37:28,2023/07/06 04:40:59,8740,168,0.619,8660,5240
8189144,4G8163,2,4G816320874004Y,2023/07/06 05:23:46,2023/07/06 05:27:18,2023/07/06 04:37:43,2023/07/06 04:41:15,8740,168,0.619,8680,5224
8189183,4G8163,6,4G816360874004Y,2023/07/06 05:28:19,2023/07/06 05:32:06,2023/07/06 04:42:21,2023/07/06 04:46:08,8740,171,0.62,8520,5228
8189163,4G8163,3,4G816330874004Y,2023/07/06 05:28:09,2023/07/06 05:31:53,2023/07/06 04:42:06,2023/07/06 04:45:50,8740,172,0.619,8530,5238
8189203,4G8163,1,4G816310874004Y,2023/07/06 05:30:07,2023/07/06 05:33:47,2023/07/06 04:44:09,2023/07/06 04:47:49,8740,172,0.62,8780,5204
8189223,4G8163,5,4G816350874005Y,2023/07/06 05:36:01,2023/07/06 05:39:39,2023/07/06 04:50:03,2023/07/06 04:53:41,8740,176,0.62,8630,5230
8189243,4G8163,4,4G816340874005Y,2023/07/06 05:37:18,2023/07/06 05:40:49,2023/07/06 04:51:15,2023/07/06 04:54:46,8740,177,0.619,8660,5258
8189263,4G8164,2,4G816420874001Y,2023/07/06 05:37:34,2023/07/06 05:41:06,2023/07/06 04:51:45,2023/07/06 04:55:17,8740,177,0.622,8680,5224
8189303,4G8164,6,4G816460874001Y,2023/07/06 05:41:53,2023/07/06 05:45:39,2023/07/06 04:55:55,2023/07/06 04:59:41,8740,179,0.62,8520,5250
8189283,4G8164,3,4G816430874001Y,2023/07/06 05:41:42,2023/07/06 05:45:24,2023/07/06 04:55:44,2023/07/06 04:59:26,8740,180,0.62,8520,5266
8189323,4G8164,1,4G816410874001Y,2023/07/06 05:44:01,2023/07/06 05:47:40,2023/07/06 04:57:58,2023/07/06 05:01:37,8740,181,0.619,8780,5238
8189343,4G8164,5,4G816450874001Y,2023/07/06 05:49:41,2023/07/06 05:53:18,2023/07/06 05:03:38,2023/07/06 05:07:15,8740,185,0.619,8610,5264
8189363,4G8164,4,4G816440874001Y,2023/07/06 05:51:07,2023/07/06 05:54:38,2023/07/06 05:05:09,2023/07/06 05:08:40,8740,185,0.62,8660,5294
8189383,4G8164,2,4G816420874002Y,2023/07/06 05:51:21,2023/07/06 05:54:53,2023/07/06 05:05:10,2023/07/06 05:08:42,8740,186,0.617,8670,5250
8189423,4G8164,6,4G816460874002Y,2023/07/06 05:55:24,2023/07/06 05:59:11,2023/07/06 05:09:21,2023/07/06 05:13:08,8740,188,0.619,8490,5252
8189403,4G8164,3,4G816430874002Y,2023/07/06 05:55:12,2023/07/06 05:58:54,2023/07/06 05:09:14,2023/07/06 05:12:56,8740,188,0.62,8490,5266
8189443,4G8164,1,4G816410874002Y,2023/07/06 05:57:51,2023/07/06 06:01:31,2023/07/06 05:11:44,2023/07/06 05:15:24,8740,189,0.618,8760,5234
8189463,4G8164,5,4G816450874002Y,2023/07/06 06:03:19,2023/07/06 06:06:56,2023/07/06 05:17:12,2023/07/06 05:20:49,8740,194,0.618,8590,5218
8189483,4G8164,4,4G816440874002Y,2023/07/06 06:04:50,2023/07/06 06:08:21,2023/07/06 05:18:43,2023/07/06 05:22:14,8740,194,0.618,8600,5242
8189503,4G8164,2,4G816420874003Y,2023/07/06 06:05:08,2023/07/06 06:08:41,2023/07/06 05:19:05,2023/07/06 05:22:38,8740,194,0.619,8670,5230
8189543,4G8164,6,4G816460874003Y,2023/07/06 06:08:52,2023/07/06 06:12:35,2023/07/06 05:23:20,2023/07/06 05:27:03,8740,196,0.626,8460,5226
8189523,4G8164,3,4G816430874003Y,2023/07/06 06:08:37,2023/07/06 06:12:19,2023/07/06 05:22:26,2023/07/06 05:26:08,8740,197,0.617,8460,5230
8189563,4G8164,1,4G816410874003Y,2023/07/06 06:11:42,2023/07/06 06:15:22,2023/07/06 05:25:44,2023/07/06 05:29:24,8740,198,0.62,8760,5226
8189583,4G8164,5,4G816450874003Y,2023/07/06 06:16:57,2023/07/06 06:20:34,2023/07/06 05:30:50,2023/07/06 05:34:27,8740,202,0.618,8590,5220
8189603,4G8164,4,4G816440874003Y,2023/07/06 06:18:31,2023/07/06 06:22:02,2023/07/06 05:32:28,2023/07/06 05:35:59,8740,202,0.619,8600,5234
8189623,4G8164,2,4G816420874004Y,2023/07/06 06:18:56,2023/07/06 06:22:28,2023/07/06 05:32:53,2023/07/06 05:36:25,8740,203,0.619,8670,5224
8189663,4G8164,6,4G816460874004Y,2023/07/06 06:22:19,2023/07/06 06:26:08,2023/07/06 05:36:03,2023/07/06 05:39:52,8740,205,0.616,8460,5196
8189643,4G8164,3,4G816430874004Y,2023/07/06 06:22:05,2023/07/06 06:25:46,2023/07/06 05:36:07,2023/07/06 05:39:48,8740,205,0.62,8460,5230
8189683,4G8164,1,4G816410874004Y,2023/07/06 06:25:33,2023/07/06 06:29:13,2023/07/06 05:39:26,2023/07/06 05:43:06,8740,207,0.618,8910,5204
8189703,4G8164,5,4G816450874004Y,2023/07/06 06:30:35,2023/07/06 06:34:20,2023/07/06 05:42:07,2023/07/06 05:45:52,8740,211,0.588,8750,5224
8189723,4G8164,4,4G816440874004Y,2023/07/06 06:32:16,2023/07/06 06:35:58,2023/07/06 05:43:48,2023/07/06 05:47:30,8740,211,0.588,8760,5228
8189743,4G8164,2,4G816420874005Y,2023/07/06 06:32:46,2023/07/06 06:36:28,2023/07/06 05:44:33,2023/07/06 05:48:15,8740,212,0.591,8820,5226
8189763,4G8164,6,4G816460874001Y,2023/07/06 06:36:01,2023/07/06 06:39:54,2023/07/06 05:47:38,2023/07/06 05:51:31,8740,213,0.589,8620,5196
8189764,4G8165,3,4G816530890001Y,2023/07/06 06:35:59,2023/07/06 06:39:57,2023/07/06 05:47:41,2023/07/06 05:51:39,8900,214,0.59,8620,5316
8189803,4G8165,5,4G816550890001Y,2023/07/06 06:45:08,2023/07/06 06:48:59,2023/07/06 05:56:40,2023/07/06 06:00:31,8900,220,0.588,8750,5320
8189823,4G8165,4,4G816540890001Y,2023/07/06 06:46:57,2023/07/06 06:50:39,2023/07/06 05:58:34,2023/07/06 06:02:16,8900,220,0.589,8760,5324
8189783,4G8165,1,4G816510890001Y,2023/07/06 06:40:06,2023/07/06 06:43:49,2023/07/06 05:51:48,2023/07/06 05:55:31,8900,216,0.59,8910,5318
8189863,4G8165,6,4G816560890002Y,2023/07/06 06:50:23,2023/07/06 06:54:15,2023/07/06 06:02:19,2023/07/06 06:06:11,8900,222,0.593,8620,5304
8189883,4G8165,3,4G816530890002Y,2023/07/06 06:50:26,2023/07/06 06:54:24,2023/07/06 06:02:03,2023/07/06 06:06:01,8900,222,0.589,8620,5316
8189843,4G8165,2,4G816520890001Y,2023/07/06 06:47:30,2023/07/06 06:51:12,2023/07/06 05:59:07,2023/07/06 06:02:49,8900,220,0.589,8820,5328
8189923,4G8165,5,4G816550890002Y,2023/07/06 06:59:44,2023/07/06 07:03:33,2023/07/06 06:11:26,2023/07/06 06:15:15,8900,228,0.59,8750,5318
8189943,4G8165,4,4G816540890002Y,2023/07/06 07:01:33,2023/07/06 07:05:16,2023/07/06 06:13:10,2023/07/06 06:16:53,8900,229,0.589,8730,5284
8189903,4G8165,1,4G816510890002Y,2023/07/06 06:54:53,2023/07/06 06:58:36,2023/07/06 06:06:30,2023/07/06 06:10:13,8900,225,0.589,8910,5308
8189983,4G8165,6,4G816560890003Y,2023/07/06 07:04:45,2023/07/06 07:08:38,2023/07/06 06:16:27,2023/07/06 06:20:20,8900,230,0.59,8620,5284
8189984,4G8165,3,4G816530890003Y,2023/07/06 07:04:42,2023/07/06 07:08:39,2023/07/06 06:16:29,2023/07/06 06:20:26,8900,231,0.591,8620,5312
8189963,4G8165,2,4G816520890002Y,2023/07/06 07:02:13,2023/07/06 07:05:55,2023/07/06 06:13:50,2023/07/06 06:17:32,8900,229,0.589,8820,5324
8190023,4G8165,5,4G816550890003Y,2023/07/06 07:14:18,2023/07/06 07:18:09,2023/07/06 06:25:55,2023/07/06 06:29:46,8900,237,0.589,8750,5294
8190043,4G8165,4,4G816540890003Y,2023/07/06 07:16:08,2023/07/06 07:19:51,2023/07/06 06:27:50,2023/07/06 06:31:33,8900,237,0.59,8730,5296
8190003,4G8165,1,4G816510890003Y,2023/07/06 07:09:42,2023/07/06 07:13:25,2023/07/06 06:21:19,2023/07/06 06:25:02,8900,233,0.589,8910,5304
8190084,4G8165,6,4G816560890004Y,2023/07/06 07:19:10,2023/07/06 07:23:05,2023/07/06 06:30:52,2023/07/06 06:34:47,8900,239,0.59,8620,5280
8190083,4G8165,3,4G816530890004Y,2023/07/06 07:19:05,2023/07/06 07:23:03,2023/07/06 06:30:42,2023/07/06 06:34:40,8900,240,0.589,8610,5280
8190063,4G8165,2,4G816520890003Y,2023/07/06 07:16:54,2023/07/06 07:20:36,2023/07/06 06:28:26,2023/07/06 06:32:08,8900,238,0.588,8790,5296
8190123,4G8165,5,4G816550890004Y,2023/07/06 07:28:51,2023/07/06 07:32:42,2023/07/06 06:40:23,2023/07/06 06:44:14,8900,246,0.588,8730,5278
8190103,4G8165,1,4G816510890004Y,2023/07/06 07:24:30,2023/07/06 07:28:13,2023/07/06 06:36:12,2023/07/06 06:39:55,8900,242,0.59,8910,5284
8190143,4G8165,4,4G816540890004Y,2023/07/06 07:30:44,2023/07/06 07:34:27,2023/07/06 06:42:21,2023/07/06 06:46:04,8900,246,0.589,8730,5276
8190163,4G8165,2,4G816520890004Y,2023/07/06 07:31:34,2023/07/06 07:35:18,2023/07/06 06:43:11,2023/07/06 06:46:55,8900,247,0.589,8790,5270
8190184,4G8166,6,4G816660890001Y,2023/07/06 07:33:32,2023/07/06 07:37:25,2023/07/06 06:44:59,2023/07/06 06:48:52,8900,248,0.587,8620,5292
8190183,4G8166,3,4G816630890001Y,2023/07/06 07:33:22,2023/07/06 07:37:20,2023/07/06 06:45:04,2023/07/06 06:49:02,8900,248,0.59,8620,5296
8190203,4G8166,1,4G816610890001Y,2023/07/06 07:39:18,2023/07/06 07:43:01,2023/07/06 06:51:05,2023/07/06 06:54:48,8900,251,0.591,8910,5296
8190223,4G8166,5,4G816650890001Y,2023/07/06 07:43:23,2023/07/06 07:47:15,2023/07/06 06:54:55,2023/07/06 06:58:47,8900,255,0.588,8730,5278
8190243,4G8166,4,4G816640890001Y,2023/07/06 07:45:20,2023/07/06 07:49:03,2023/07/06 06:57:02,2023/07/06 07:00:45,8900,255,0.59,8730,5294
8190263,4G8166,2,4G816620890001Y,2023/07/06 07:46:16,2023/07/06 07:49:58,2023/07/06 06:58:03,2023/07/06 07:01:45,8900,256,0.591,8790,5294
8190284,4G8166,6,4G816660890002Y,2023/07/06 07:47:56,2023/07/06 07:51:49,2023/07/06 06:59:33,2023/07/06 07:03:26,8900,256,0.589,8620,5298
8190283,4G8166,3,4G816630890002Y,2023/07/06 07:47:46,2023/07/06 07:51:44,2023/07/06 06:59:28,2023/07/06 07:03:26,8900,257,0.59,8620,5304
8190323,4G8166,5,4G816650890002Y,2023/07/06 07:57:56,2023/07/06 08:01:48,2023/07/06 07:09:33,2023/07/06 07:13:25,8900,263,0.589,8810,5288
8190343,4G8166,4,4G816640890002Y,2023/07/06 07:59:56,2023/07/06 08:03:39,2023/07/06 07:11:33,2023/07/06 07:15:16,8900,263,0.589,8810,5268
8190303,4G8166,1,4G816610890002Y,2023/07/06 07:54:05,2023/07/06 07:57:49,2023/07/06 07:05:47,2023/07/06 07:09:31,8900,260,0.59,8990,5270
8190384,4G8166,6,4G816660890003Y,2023/07/06 08:02:19,2023/07/06 08:06:11,2023/07/06 07:14:10,2023/07/06 07:18:02,8900,265,0.592,8700,5288
8190383,4G8166,3,4G816630890003Y,2023/07/06 08:02:06,2023/07/06 08:06:04,2023/07/06 07:13:53,2023/07/06 07:17:51,8900,266,0.591,8700,5276
8190363,4G8166,2,4G816620890002Y,2023/07/06 08:00:56,2023/07/06 08:04:38,2023/07/06 07:12:43,2023/07/06 07:16:25,8900,264,0.591,8870,5270
8190423,4G8166,5,4G816650898003Y,2023/07/06 08:12:37,2023/07/06 08:16:29,2023/07/06 07:24:24,2023/07/06 07:28:16,8980,272,0.591,8810,5336
8190443,4G8166,4,4G816640898003Y,2023/07/06 08:14:41,2023/07/06 08:18:25,2023/07/06 07:26:18,2023/07/06 07:30:02,8980,272,0.589,8810,5334
8190403,4G8166,1,4G816610898003Y,2023/07/06 08:09:00,2023/07/06 08:12:43,2023/07/06 07:20:47,2023/07/06 07:24:30,8980,269,0.591,8990,5330
